state_abbrev,fips,age_group,race,registered
LA,037,65+,Native American,2
LA,035,35-64,Other,4
MI,023,35-64,Native American,2
ID,003,35-64,African-American,2
WV,087,18-34,Uncoded,9
SD,031,65+,African-American,1
LA,067,65+,Asian,3
KS,195,35-64,Hispanic,1
TX,053,65+,Asian,2
CA,057,18-34,Asian,3
OH,083,35-64,Asian,3
CA,009,18-34,Native American,3
GA,037,18-34,Other,4
IA,051,18-34,Uncoded,5
OH,087,18-34,Hispanic,3
AZ,007,35-64,African-American,6
NM,039,35-64,Asian,3
MO,075,35-64,Native American,2
ND,045,18-34,Uncoded,0
GA,119,65+,Native American,2
MN,161,35-64,Asian,3
MO,153,65+,Native American,2
IL,063,35-64,Native American,2
IA,053,18-34,Hispanic,2
NM,057,18-34,Native American,2
IN,051,65+,Native American,2
LA,049,35-64,Asian,3
TX,217,18-34,Native American,2
ND,049,65+,Hispanic,0
NY,023,18-34,Hispanic,1
SD,029,35-64,Asian,3
VA,735,65+,African-American,5
TX,263,65+,Uncoded,3
WV,023,18-34,Native American,1
GA,309,18-34,Uncoded,1
KS,153,35-64,Asian,1
IL,087,18-34,Hispanic,2
TX,359,65+,Hispanic,2
ID,079,18-34,Native American,2
MT,089,65+,Hispanic,4
OH,051,18-34,Native American,1
KY,081,18-34,Hispanic,1
IA,139,18-34,Asian,1
SD,117,65+,Native American,1
MI,123,65+,Asian,2
MN,113,35-64,Hispanic,3
ID,001,65+,Other,1
VA,031,18-34,Hispanic,3
NJ,007,65+,Other,2
PA,085,35-64,Asian,6
MT,003,35-64,African-American,3
ME,027,18-34,Asian,1
KS,095,18-34,Hispanic,1
MO,151,18-34,African-American,2
KY,105,18-34,Hispanic,1
WV,009,65+,Hispanic,1
NY,057,65+,Asian,4
WA,049,65+,African-American,2
PA,005,35-64,Hispanic,4
KY,191,18-34,Hispanic,1
VA,097,35-64,Hispanic,7
UT,023,35-64,Asian,0
VA,590,35-64,Other,1
IA,141,65+,Asian,2
MS,023,35-64,Hispanic,4
KS,087,35-64,Native American,1
NV,029,35-64,African-American,3
IA,119,35-64,Hispanic,2
TN,167,18-34,Asian,2
VA,181,18-34,Hispanic,0
LA,081,65+,Other,6
NV,001,65+,Other,1
OK,017,18-34,Other,2
ID,037,65+,Hispanic,1
IL,159,35-64,Native American,2
LA,085,35-64,Asian,7
MO,045,35-64,African-American,1
CA,069,18-34,Native American,4
TN,161,65+,Asian,1
AR,001,35-64,Hispanic,3
AR,055,18-34,African-American,8
MT,001,65+,African-American,1
IL,195,18-34,Asian,2
MO,001,18-34,Native American,1
MO,103,65+,Uncoded,3
MN,093,35-64,Native American,1
AR,095,18-34,Uncoded,2
WI,051,35-64,Native American,1
TX,153,18-34,Asian,1
IL,041,18-34,Native American,1
IN,151,18-34,Native American,1
MN,007,35-64,Asian,4
PA,133,65+,Other,3
IA,069,35-64,African-American,2
MD,019,65+,Asian,2
AR,047,18-34,Hispanic,2
OK,065,18-34,Asian,1
KY,031,65+,Uncoded,3
GA,003,65+,Other,2
MN,047,65+,Native American,2
KS,155,18-34,Native American,2
MI,165,65+,Native American,1
IA,131,35-64,Native American,1
NC,009,35-64,Native American,4
MS,001,18-34,Native American,1
WV,,35-64,Other,1
AL,041,18-34,Asian,2
WV,077,65+,Hispanic,1
KS,065,65+,Uncoded,2
OR,001,65+,Hispanic,3
NE,153,65+,Asian,25
AR,045,65+,Uncoded,107
CO,123,35-64,Asian,156
NV,005,65+,Hispanic,154
VA,125,18-34,Uncoded,32
FL,049,35-64,Asian,29
MN,007,65+,Uncoded,41
OK,123,35-64,Uncoded,180
CA,075,65+,Native American,12
SC,045,18-34,Uncoded,73
MI,063,65+,Uncoded,44
GA,153,35-64,Hispanic,837
CA,111,65+,African-American,145
UT,029,35-64,Uncoded,28
MD,015,18-34,African-American,249
SC,031,35-64,Hispanic,62
GA,061,65+,African-American,161
TX,347,18-34,Hispanic,732
GA,215,18-34,Native American,130
TX,185,65+,African-American,274
TX,369,35-64,Uncoded,47
NC,045,65+,Hispanic,56
TX,337,18-34,Uncoded,86
TX,093,18-34,Uncoded,70
GA,261,18-34,Asian,20
NE,103,18-34,Caucasian,94
VA,830,35-64,Uncoded,70
MS,027,18-34,Uncoded,2
LA,015,65+,Asian,104
NY,053,35-64,Uncoded,182
WI,057,18-34,Asian,1
GA,237,65+,African-American,508
GA,231,18-34,Other,24
LA,051,65+,Native American,92
CA,005,65+,Uncoded,250
MD,013,65+,Uncoded,279
OR,047,65+,Asian,98
CT,015,65+,Uncoded,217
TN,035,35-64,Hispanic,16
SD,005,35-64,Hispanic,36
WI,078,65+,Caucasian,224
KY,169,65+,Hispanic,1
VA,760,35-64,Asian,74
AL,095,18-34,Other,45
OK,027,18-34,Hispanic,505
MI,067,18-34,African-American,8
IN,057,18-34,Other,6
IA,171,18-34,Uncoded,111
SC,009,18-34,Caucasian,463
SC,023,35-64,Other,23
VA,031,35-64,Uncoded,201
OH,097,65+,Uncoded,34
OK,019,35-64,Native American,80
VA,007,18-34,Uncoded,24
KS,067,35-64,Uncoded,35
OR,045,35-64,Uncoded,193
MO,211,18-34,Caucasian,482
NM,029,35-64,Uncoded,100
MN,021,35-64,Native American,185
AZ,013,18-34,Other,63
MS,013,18-34,African-American,101
AL,051,35-64,Asian,79
KS,171,35-64,Uncoded,36
MT,037,35-64,Caucasian,167
WI,071,18-34,Asian,26
ME,001,18-34,Uncoded,157
NC,009,35-64,African-American,27
KY,219,65+,Uncoded,12
OH,063,35-64,African-American,22
MO,037,35-64,Asian,8
LA,015,65+,Other,197
AL,007,18-34,Uncoded,1
NC,123,35-64,Hispanic,76
FL,047,35-64,Uncoded,1
OK,037,35-64,African-American,188
TN,011,35-64,Asian,24
GA,101,35-64,Hispanic,29
TX,237,18-34,Uncoded,38
MI,031,65+,African-American,8
CO,011,18-34,Hispanic,92
GA,297,18-34,Asian,138
NC,049,35-64,Hispanic,354
WI,117,18-34,Hispanic,87
FL,075,65+,Asian,36
VA,710,18-34,Asian,163
IN,005,65+,Uncoded,104
OK,135,35-64,Native American,243
TX,167,18-34,Native American,20
AR,051,18-34,African-American,282
OH,139,65+,Hispanic,4
CT,007,18-34,African-American,247
NC,179,18-34,Native American,52
SC,057,18-34,Asian,144
GA,047,65+,Other,32
PA,055,35-64,African-American,165
NC,133,65+,Native American,28
MI,151,35-64,Hispanic,58
TX,421,18-34,Hispanic,14
LA,011,35-64,Other,199
NY,023,35-64,Uncoded,124
VT,025,35-64,Uncoded,168
MI,009,35-64,Uncoded,49
AL,113,65+,Asian,23
MN,017,35-64,Uncoded,80
OH,171,35-64,Hispanic,58
TN,009,35-64,Asian,31
GA,085,65+,Other,18
OR,025,65+,African-American,1
IL,031,65+,Native American,61
WI,017,18-34,Asian,10
VA,023,65+,African-American,53
AK,185,18-34,Uncoded,10
OR,013,18-34,African-American,7
KY,021,18-34,African-American,79
MI,113,35-64,African-American,2
NY,069,65+,Hispanic,44
TX,329,35-64,Asian,47
KS,203,18-34,Hispanic,18
TX,293,35-64,Hispanic,248
IL,091,35-64,Asian,13
MO,053,18-34,Uncoded,23
SD,033,18-34,Uncoded,14
ID,033,65+,Caucasian,63
CA,041,18-34,Native American,10
AL,091,65+,Uncoded,0
NY,059,35-64,Other,40
GA,265,18-34,Caucasian,51
NC,007,18-34,Asian,23
ID,013,65+,Hispanic,23
TN,143,18-34,African-American,26
TN,165,18-34,Native American,3
KS,109,18-34,African-American,3
GA,087,18-34,Native American,6
MN,051,18-34,Hispanic,1
ID,011,35-64,Asian,4
KS,079,65+,Native American,3
PA,061,35-64,Hispanic,2
GA,093,65+,Uncoded,0
GA,273,65+,Hispanic,5
MS,071,35-64,Hispanic,7
MT,065,18-34,Uncoded,8
KY,149,18-34,African-American,6
OR,055,35-64,Uncoded,7
TX,379,18-34,African-American,4
NY,049,18-34,Other,1
KS,183,18-34,Uncoded,1
TX,233,65+,Native American,1
SD,043,35-64,African-American,1
IA,129,65+,African-American,3
TX,077,35-64,Native American,2
GA,267,18-34,Native American,7
MS,061,65+,Uncoded,8
ME,013,35-64,Native American,4
TX,091,18-34,Other,1
MO,057,65+,Uncoded,14
TX,281,35-64,Other,1
MS,017,65+,Uncoded,17
MI,021,65+,Other,1
VA,157,18-34,Hispanic,2
SD,123,35-64,Uncoded,10
MI,019,18-34,Native American,3
GA,193,65+,Asian,10
TX,087,35-64,Asian,1
VA,145,65+,Asian,2
AL,011,18-34,Asian,3
FL,041,35-64,Native American,8
IA,029,18-34,Native American,2
MA,025,65+,Other,6
NY,089,18-34,Other,2
IA,143,65+,Asian,1
NC,033,18-34,Asian,2
MO,021,35-64,Asian,13
IN,141,35-64,Native American,11
SC,039,65+,Other,4
TX,025,35-64,Asian,3
MN,005,18-34,Hispanic,2
WA,077,18-34,African-American,18
IN,085,65+,Asian,11
AL,119,35-64,Asian,1
MO,181,65+,Asian,2
AL,005,65+,Other,6
KS,135,18-34,Hispanic,8
KS,073,65+,Uncoded,7
IL,103,65+,Asian,2
WA,005,18-34,Native American,10
ND,077,18-34,Hispanic,1
NC,103,65+,Asian,5
NM,039,18-34,African-American,1
WV,009,65+,Asian,6
KS,091,35-64,Other,8
VA,031,18-34,Asian,2
OH,029,65+,Native American,5
MS,085,18-34,Native American,1
VA,037,18-34,Uncoded,10
CO,005,18-34,Other,7
AL,099,35-64,Native American,24
GA,155,35-64,Asian,8
KY,149,18-34,Uncoded,9
NC,043,18-34,Asian,3
MT,023,35-64,Native American,4
NE,081,35-64,Hispanic,4
KY,081,65+,Uncoded,14
WA,015,18-34,African-American,3
IA,185,35-64,Uncoded,9
IL,045,18-34,African-American,2
CO,089,65+,African-American,2
RI,007,35-64,Other,8
SD,107,18-34,Native American,0
IA,181,65+,Hispanic,2
MT,029,18-34,Other,2
MO,097,18-34,Asian,6
NC,075,18-34,African-American,4
MN,045,18-34,African-American,1
SC,,65+,Uncoded,4
MI,129,35-64,African-American,5
AL,025,18-34,Hispanic,12
IN,095,35-64,Asian,11
LA,085,18-34,Asian,3
IA,035,35-64,Asian,1
WA,041,18-34,Native American,8
NY,035,65+,Native American,1
KS,125,18-34,Asian,2
IN,073,35-64,Asian,3
MT,025,65+,African-American,2
TN,173,35-64,Hispanic,3
AL,093,18-34,Uncoded,2
KY,127,35-64,African-American,1
MS,025,65+,Hispanic,1
KY,231,35-64,Native American,0
ND,007,65+,Uncoded,5
TX,427,35-64,African-American,1
MN,001,35-64,Asian,2
PA,083,18-34,African-American,4
KS,003,18-34,Hispanic,3
NV,015,65+,Asian,1
GA,261,35-64,Native American,4
VA,061,18-34,Other,1
OH,031,35-64,Other,1
IL,021,35-64,African-American,5
AR,061,18-34,Native American,1
KY,199,18-34,Native American,2
MI,067,65+,Native American,5
OH,041,35-64,Native American,4
NY,091,18-34,Other,5
MN,063,65+,Uncoded,13
MA,005,18-34,Other,3
KY,125,35-64,Hispanic,4
WI,083,18-34,Hispanic,1
CO,013,18-34,Other,5
OK,129,18-34,Uncoded,6
MI,109,35-64,Asian,4
IA,195,65+,Hispanic,2
IA,165,18-34,African-American,1
SD,089,35-64,African-American,1
AK,220,18-34,Asian,4
NY,121,18-34,Hispanic,1
IN,155,18-34,African-American,2
HI,007,18-34,Other,1
IN,105,18-34,Native American,0
MI,079,65+,Uncoded,23
KY,227,35-64,Hispanic,99
CA,015,35-64,African-American,5
KY,209,35-64,African-American,134
MT,031,18-34,Hispanic,71
MO,055,65+,Uncoded,23
VA,149,65+,Uncoded,101
OK,037,65+,Hispanic,8
TX,327,18-34,Caucasian,30
MI,099,35-64,Native American,57
NC,053,65+,Uncoded,0
MI,089,35-64,Native American,44
WV,037,35-64,Hispanic,124
VI,,18-34,Caucasian,55
VA,121,18-34,Hispanic,25
TX,069,65+,Caucasian,436
OK,083,18-34,African-American,120
MT,047,35-64,Uncoded,230
WV,061,35-64,Hispanic,28
ME,011,65+,African-American,7
SC,007,65+,Asian,129
KS,045,18-34,Asian,55
WA,041,65+,Uncoded,177
VA,033,18-34,Uncoded,172
CO,023,65+,Caucasian,275
IL,125,18-34,Uncoded,17
TX,393,65+,Caucasian,113
TX,349,65+,Hispanic,248
CA,097,65+,African-American,99
NY,103,18-34,Native American,27
IN,059,18-34,Hispanic,13
TX,161,35-64,Uncoded,103
WV,055,35-64,Uncoded,82
ID,037,35-64,Uncoded,5
MS,093,65+,Hispanic,7
VA,159,18-34,African-American,138
TX,341,35-64,Uncoded,137
TX,059,18-34,Uncoded,92
GA,275,18-34,Other,70
LA,053,65+,Other,34
TN,023,35-64,Uncoded,34
TN,119,18-34,Other,5
ND,015,35-64,Asian,16
SD,097,18-34,Caucasian,169
IL,075,65+,Uncoded,47
IA,191,35-64,Uncoded,42
TN,043,65+,Hispanic,6
MO,051,35-64,Asian,15
MI,029,65+,African-American,4
VA,185,35-64,Uncoded,76
CO,115,18-34,Caucasian,162
AA,,35-64,Hispanic,66
AL,069,18-34,Other,82
NE,111,65+,Uncoded,90
FL,049,65+,Other,24
KY,017,35-64,Hispanic,23
ND,101,18-34,Native American,12
MS,157,18-34,Caucasian,87
KY,035,65+,Uncoded,45
VA,043,18-34,Uncoded,80
KY,089,35-64,African-American,24
TX,201,65+,Native American,76
MN,163,18-34,Hispanic,86
NC,027,35-64,Hispanic,229
MN,129,18-34,Uncoded,34
NY,065,18-34,Asian,167
PA,129,18-34,Hispanic,15
OH,053,35-64,Uncoded,29
GA,117,35-64,Native American,179
OK,147,35-64,African-American,49
MI,071,18-34,Uncoded,13
OK,047,65+,Hispanic,51
OK,087,65+,Hispanic,23
NC,149,65+,Asian,10
MI,045,35-64,Asian,75
MN,025,18-34,Asian,7
VA,147,65+,Uncoded,19
SC,003,65+,Uncoded,11
MO,137,18-34,African-American,12
OK,055,65+,Hispanic,7
ID,057,35-64,Uncoded,140
ME,009,35-64,Uncoded,126
OK,077,65+,African-American,1
IL,063,65+,Hispanic,86
NC,023,65+,Other,57
TX,221,65+,African-American,10
IN,083,35-64,Uncoded,91
VA,685,35-64,Uncoded,126
MO,187,65+,Uncoded,43
NM,028,18-34,Asian,14
MT,107,18-34,Caucasian,96
OK,127,18-34,Native American,36
NC,199,18-34,Uncoded,6
TX,287,35-64,African-American,191
MO,510,65+,Hispanic,62
IN,091,18-34,Hispanic,216
GA,037,35-64,Hispanic,1
AR,015,65+,African-American,2
PA,089,18-34,Asian,44
DC,,35-64,African-American,23
MN,169,65+,Asian,5
NE,123,35-64,Uncoded,41
TX,479,35-64,Uncoded,307
AL,005,65+,Uncoded,1
KS,075,18-34,Caucasian,122
AL,073,35-64,Native American,169
MI,101,35-64,Native American,13
TX,127,35-64,Caucasian,225
IA,167,65+,Hispanic,11
IA,189,18-34,Hispanic,13
LA,053,35-64,Hispanic,29
WV,009,35-64,Uncoded,26
OR,063,65+,Uncoded,16
GA,059,18-34,Native American,75
GA,105,18-34,Hispanic,45
TX,241,18-34,Hispanic,53
KY,037,65+,Asian,4
AZ,023,35-64,Uncoded,94
OH,129,18-34,African-American,13
NV,510,18-34,Native American,25
MO,089,35-64,Hispanic,1
OK,037,18-34,Native American,57
OH,009,65+,Asian,17
TX,281,35-64,African-American,29
TN,065,65+,Asian,47
ND,007,18-34,Caucasian,50
NE,053,18-34,Hispanic,126
MI,135,65+,Uncoded,9
OH,007,18-34,African-American,55
KY,073,35-64,Uncoded,184
GA,301,35-64,Asian,2
MN,009,65+,Asian,1
KY,109,35-64,Hispanic,2
IA,181,18-34,Asian,2
VA,,65+,Other,1
AK,130,18-34,Hispanic,5
LA,081,18-34,Uncoded,0
CO,001,18-34,Other,2
MO,063,18-34,Native American,2
ID,055,35-64,Other,2
SD,063,35-64,Asian,2
VA,159,18-34,Asian,1
TN,061,65+,Hispanic,1
VA,163,35-64,Other,3
VA,121,18-34,Other,2
AR,039,18-34,Hispanic,3
MO,147,65+,Native American,1
NE,145,35-64,Hispanic,4
KS,089,65+,African-American,2
TX,071,65+,Native American,3
OH,005,18-34,Hispanic,2
ME,011,65+,Asian,2
TX,355,18-34,Native American,5
IA,011,18-34,African-American,2
WV,027,35-64,Asian,2
NE,073,35-64,African-American,1
CO,014,35-64,Other,1
PA,075,18-34,Native American,1
NY,031,18-34,Asian,1
TN,187,65+,Other,1
UT,001,18-34,Asian,1
IA,087,35-64,Native American,1
WY,035,65+,African-American,2
KY,179,35-64,Other,1
MO,221,35-64,Hispanic,1
KY,007,65+,Uncoded,2
KS,129,18-34,Asian,1
GA,049,65+,Uncoded,0
OH,105,35-64,Native American,1
CA,115,35-64,Other,1
WV,015,35-64,African-American,0
MT,085,65+,Asian,2
NE,163,18-34,Asian,1
NC,041,35-64,Asian,1
MD,017,35-64,Other,2
PA,055,65+,Other,1
KS,197,18-34,African-American,1
MT,013,18-34,Asian,1
CA,113,18-34,Other,1
CO,019,18-34,Hispanic,4
ND,057,65+,Asian,3
AR,135,35-64,Native American,2
GA,099,35-64,Hispanic,3
NE,111,18-34,Native American,2
KY,131,18-34,Asian,1
MT,075,35-64,Asian,0
TN,141,65+,Other,1
IL,033,35-64,Hispanic,1
CO,123,35-64,Other,2
IL,061,65+,African-American,3
SD,137,18-34,Native American,1
MI,069,18-34,Asian,1
OH,087,35-64,Hispanic,1
AR,127,35-64,African-American,0
GA,309,18-34,Native American,1
IA,067,18-34,Hispanic,4
TN,107,18-34,Asian,1
MS,089,35-64,Other,2
IL,021,65+,Native American,1
KY,133,18-34,African-American,3
VA,125,65+,Native American,1
TN,089,65+,Other,1
TX,241,18-34,Other,1
TX,171,35-64,African-American,1
MO,055,65+,African-American,0
OH,009,35-64,Other,1
MO,159,65+,Asian,3
CO,055,35-64,Asian,2
ND,003,18-34,Asian,1
IA,183,18-34,Native American,1
IL,181,65+,Asian,2
TX,291,35-64,Other,1
MN,011,65+,Asian,1
WV,007,18-34,Asian,1
WI,119,65+,Native American,1
PA,129,18-34,Other,1
OH,057,65+,Other,2
NE,007,35-64,Hispanic,1
PA,051,65+,Native American,1
MN,075,35-64,Hispanic,0
IN,103,18-34,Asian,1
MO,013,35-64,Native American,2
VT,015,35-64,Asian,1
IN,161,65+,African-American,1
KY,003,18-34,African-American,2
OH,055,18-34,Native American,0
MI,057,18-34,African-American,1
PA,121,18-34,Native American,2
IN,169,18-34,Asian,1
PA,049,65+,Other,3
MT,093,35-64,Other,2
KY,147,18-34,Other,1
MA,015,65+,Native American,2
AR,115,65+,Other,1
KY,115,65+,African-American,0
TN,123,18-34,Native American,2
MO,087,65+,African-American,1
MS,035,18-34,Native American,1
ND,097,65+,African-American,1
WY,,18-34,African-American,1
WA,073,18-34,Other,1
OH,051,35-64,Native American,1
IA,039,18-34,Native American,0
IN,059,18-34,Other,1
MT,087,65+,Asian,1
MO,057,18-34,Native American,2
WI,063,18-34,Other,1
IN,161,65+,Asian,1
PA,005,65+,Native American,1
NY,003,65+,African-American,1
WY,029,18-34,Other,1
TX,095,65+,Asian,1
IL,165,65+,Asian,1
ND,081,18-34,Native American,1
VA,161,65+,Native American,0
AR,089,65+,Asian,1
TN,145,18-34,Other,1
NH,,18-34,Asian,0
KS,171,18-34,Native American,1
TX,225,35-64,Native American,1
OR,001,65+,Native American,1
SD,103,18-34,Other,1
ID,033,35-64,African-American,1
KY,223,65+,African-American,1
ND,001,18-34,Asian,0
AZ,011,65+,African-American,1
IL,149,18-34,Hispanic,1
IA,161,35-64,African-American,1
KY,215,35-64,Hispanic,1
GA,289,65+,Native American,1
AZ,015,35-64,Other,1
NJ,033,18-34,Other,1
OH,173,35-64,Other,1
VT,017,65+,Other,1
KY,077,35-64,Native American,0
TN,177,18-34,Other,1
MI,033,18-34,African-American,1
MO,081,18-34,Asian,1
NH,001,18-34,Asian,0
ME,015,35-64,African-American,1
AK,164,18-34,Native American,1
MI,001,65+,Hispanic,3
MN,125,35-64,Native American,1
AR,139,35-64,Native American,1
LA,111,65+,Asian,1
IL,051,35-64,African-American,2
TX,455,35-64,Other,1
KY,229,18-34,Hispanic,7
IN,103,18-34,Other,1
ND,093,35-64,Hispanic,2
TN,057,18-34,African-American,5
WI,067,35-64,African-American,2
MO,225,65+,Hispanic,3
TX,055,65+,Asian,1
KY,213,18-34,Native American,1
MO,077,65+,Other,2
AR,141,65+,Hispanic,4
WI,081,35-64,Other,1
MN,067,18-34,Other,1
WA,065,18-34,African-American,5
VA,678,65+,Hispanic,1
TX,097,18-34,Native American,2
MO,520,18-34,Other,3
GA,101,18-34,Uncoded,1
WI,049,35-64,African-American,4
WI,047,65+,Asian,3
IN,025,35-64,Hispanic,3
SD,051,65+,Native American,1
KY,061,65+,Hispanic,1
KY,103,18-34,Hispanic,4
OH,053,18-34,Native American,2
KY,021,35-64,Asian,1
MI,019,18-34,Asian,1
OH,143,65+,Native American,2
KY,231,35-64,Asian,2
TX,249,65+,African-American,3
MO,111,18-34,Hispanic,1
TX,449,65+,Asian,0
KS,141,35-64,Hispanic,0
PA,009,65+,Hispanic,2
TX,051,35-64,Native American,1
WV,091,35-64,Hispanic,3
VA,009,18-34,Other,1
IN,183,35-64,Native American,3
OH,041,35-64,Other,4
VA,177,18-34,Native American,2
MO,165,18-34,Native American,1
OR,029,35-64,Other,1
WY,025,18-34,Asian,2
MT,043,18-34,Native American,2
TX,325,35-64,Native American,3
NE,125,65+,Hispanic,2
NE,057,65+,Uncoded,2
ID,077,65+,African-American,2
MN,137,18-34,Hispanic,5
GA,053,65+,Uncoded,0
NV,009,65+,African-American,1
SD,091,65+,African-American,5
MO,,65+,Asian,2
KY,099,35-64,Hispanic,1
IN,067,65+,Other,1
GA,277,18-34,Native American,6
AR,129,65+,Native American,1
VA,147,65+,Hispanic,1
WI,041,65+,Hispanic,2
NM,027,35-64,Asian,2
TX,397,65+,Other,1
NY,095,65+,Asian,3
WY,037,65+,Other,1
ME,017,18-34,African-American,3
PR,,35-64,Native American,2
MN,041,35-64,Asian,4
WI,123,18-34,Hispanic,1
IL,133,35-64,African-American,2
MN,135,35-64,African-American,1
OH,019,18-34,Native American,1
MO,003,35-64,African-American,2
IN,027,35-64,Asian,0
WV,055,18-34,Asian,2
MS,029,35-64,Asian,1
GA,235,65+,Hispanic,2
IA,131,18-34,Asian,2
WV,059,35-64,Hispanic,1
MN,133,35-64,African-American,2
FL,077,65+,Other,1
WI,105,18-34,Native American,1
AK,013,65+,African-American,1
SD,019,35-64,Asian,1
TN,081,65+,Native American,1
TN,161,18-34,Hispanic,1
NM,017,18-34,Native American,5
IA,021,18-34,African-American,4
MS,015,35-64,Hispanic,1
ME,003,35-64,Asian,2
IN,149,35-64,Native American,1
IA,007,35-64,Hispanic,1
SD,127,35-64,Other,1
TX,421,65+,Hispanic,2
OR,001,35-64,African-American,4
KS,043,18-34,Asian,1
WV,017,18-34,African-American,1
ID,033,65+,Hispanic,1
MI,085,35-64,Asian,1
TX,365,65+,Asian,1
IN,065,65+,Native American,1
MT,013,18-34,Other,2
IN,071,35-64,Other,1
KY,063,65+,Uncoded,2
TX,305,65+,Native American,1
IN,159,35-64,Asian,1
MO,063,65+,Hispanic,0
WV,081,35-64,Native American,1
GA,149,65+,Asian,5
LA,077,18-34,Asian,3
IN,015,35-64,African-American,2
CO,019,35-64,African-American,2
ID,065,35-64,Other,1
DC,,65+,Asian,0
VA,043,65+,Native American,1
OK,133,65+,Asian,2
VA,069,65+,Native American,1
TN,131,65+,Asian,1
NE,179,65+,Hispanic,1
IA,011,65+,Native American,1
ND,071,35-64,Hispanic,1
IL,153,35-64,Native American,1
ID,019,35-64,Other,2
IL,139,18-34,Hispanic,1
MO,095,18-34,Other,1
GA,139,65+,Uncoded,99
TN,073,35-64,Uncoded,98
NC,051,65+,Native American,322
TX,467,18-34,African-American,77
IA,155,35-64,Uncoded,474
TX,103,65+,Hispanic,133
NM,039,65+,Uncoded,74
WA,005,65+,Asian,133
VA,019,65+,African-American,257
NY,011,65+,Uncoded,72
VA,063,18-34,African-American,9
MS,033,35-64,Asian,38
ND,025,65+,Native American,20
NE,029,65+,Uncoded,13
MS,161,65+,Uncoded,14
NV,007,35-64,Uncoded,403
FL,031,65+,Native American,359
NC,155,65+,Asian,26
TN,071,65+,African-American,99
MT,003,18-34,Native American,89
TX,415,35-64,Uncoded,162
VA,610,65+,African-American,13
IN,141,18-34,Asian,103
GA,133,18-34,Other,26
TN,187,65+,Asian,87
LA,057,65+,Hispanic,39
PA,029,18-34,Other,10
MO,077,18-34,Hispanic,120
GA,299,65+,Asian,10
TX,495,18-34,Caucasian,201
VA,630,65+,Uncoded,48
TX,191,35-64,Uncoded,30
LA,097,65+,Hispanic,21
GA,255,35-64,Hispanic,225
NM,013,18-34,Native American,13
KS,139,65+,Uncoded,25
VA,680,65+,Uncoded,128
MI,059,35-64,Uncoded,138
PA,085,65+,Uncoded,146
MS,159,65+,Native American,5
AR,095,65+,African-American,266
TX,423,35-64,Asian,66
MI,037,35-64,Hispanic,107
SC,091,65+,Hispanic,318
NY,021,35-64,Other,3
AR,031,18-34,Hispanic,67
VA,083,18-34,Uncoded,63
GA,277,18-34,Uncoded,17
MN,083,65+,Uncoded,26
TX,263,35-64,Caucasian,115
AR,067,65+,African-American,142
AR,035,35-64,Uncoded,145
TX,071,18-34,Uncoded,353
IA,111,18-34,Uncoded,71
TX,289,65+,Uncoded,60
TX,293,65+,Uncoded,43
NC,163,35-64,Native American,176
NY,113,35-64,Uncoded,247
AL,077,65+,Uncoded,7
AL,091,35-64,Hispanic,17
OH,119,35-64,Hispanic,7
MS,115,35-64,Uncoded,65
IN,095,18-34,Hispanic,58
TX,229,65+,Hispanic,44
AL,049,18-34,Asian,15
MO,159,35-64,Asian,5
ID,075,18-34,Hispanic,128
NJ,019,65+,Asian,109
VA,167,35-64,Uncoded,19
TX,133,18-34,Native American,1
GA,153,65+,Other,115
OK,137,65+,Uncoded,61
TX,479,65+,Native American,0
TX,087,18-34,Hispanic,51
ND,085,35-64,Caucasian,94
SC,055,65+,Hispanic,52
